Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode,Profit,Country,Latitude,Longitude
Ginger,Greenfield Agro Exporters Nigeria Limited,Switzerland,2020-04-15,175,15018.73,9030.94,2628277.75,Lagos,Sea,135633249.50620002,Switzerland,46.818188,8.2275
Rubber,Agro Export Nigeria Ltd,Italy,2022-06-09,737,43567.37,9198.56,32109151.69,Warri,Sea,400757066.9872,Italy,41.890238,12.496365
Sesame,Solid Agro Nigeria Limited,Netherlands,2020-07-12,268,41452.96,9960.67,11109393.28,Port Harcourt,Sea,412899255.0832,Netherlands,52.377956,4.897976
Rubber,Agriplus Nigeria Limited,Denmark,2023-03-25,661,39910.72,6227.46,26380985.92,Calabar,Sea,248542412.3712,Denmark,56.2563,9.568083
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2023-09-18,907,42974.87,3303.73,38978207.09,Lagos,Sea,141977367.2651,Switzerland,46.818188,8.2275
Cassava,Agro Allied Exporters Nigeria Limited,France,2022-10-09,738,39223.54,9221.45,28946972.52,Warri,Sea,361697912.933,France,48.856614,2.352221
Cashew,Golden Farms Nigeria Limited,Denmark,2020-01-09,151,15679.05,8708.71,2367536.55,Warri,Sea,136544299.52549997,Denmark,56.2563,9.568083
Rubber,Agro Export Nigeria Ltd,Netherlands,2021-03-31,804,28787.91,8809.98,23145479.64,Warri,Sea,253620911.34179997,Netherlands,52.377956,4.897976
Cassava,Golden Farms Nigeria Limited,Spain,2021-12-27,881,47757.87,6806.86,42074683.47,Port Harcourt,Sea,325081134.9882,Spain,40.463831,-3.749225
Rubber,Nigeria Agro Export Company,Switzerland,2022-02-28,141,44054.32,9201.08,6211659.12,Lagos,Sea,405347322.6656,Switzerland,46.818188,8.2275
Palm Oil,Agro Export Nigeria Ltd,France,2021-07-31,407,46822.22,6834.45,19056643.54,Calabar,Sea,320004121.479,France,48.856614,2.352221
Sesame,Golden Farms Nigeria Limited,Italy,2023-08-05,864,37353.61,9363.41,32273519.04,Calabar,Sea,349757165.4101,Italy,41.890238,12.496365
Palm Oil,Agro Export Nigeria Ltd,Germany,2022-11-07,184,13442.51,6666.22,2473421.84,Lagos,Sea,89610729.0122,Germany,51.165691,10.451526
Cashew,Agriplus Nigeria Limited,Switzerland,2020-05-25,890,20914.84,7851.32,18614207.6,Lagos,Sea,164209101.58879998,Switzerland,46.818188,8.2275
Palm Oil,Greenfield Agro Exporters Nigeria Limited,Italy,2020-07-18,814,45418.18,2352.81,36970398.52,Lagos,Sea,106860348.08579999,Italy,41.890238,12.496365
Ginger,Golden Farms Nigeria Limited,Austria,2021-07-13,999,16092.91,5565.11,16076817.09,Warri,Sea,89558814.37009999,Austria,47.516236,14.550072
Palm Oil,Farmgate Nigeria Limited,Belgium,2023-07-04,278,20419.17,5664.55,5676529.26,Warri,Sea,115665409.42349999,Belgium,50.508308,4.351728
Rubber,Agriplus Nigeria Limited,Switzerland,2021-10-06,267,17307.3,9600.96,4621049.1,Calabar,Sea,166166695.008,Switzerland,46.818188,8.2275
Cassava,Golden Farms Nigeria Limited,Austria,2021-07-05,805,40476.83,9454.84,32583848.15,Port Harcourt,Sea,382701951.3572,Austria,47.516236,14.550072
Ginger,Agriplus Nigeria Limited,Spain,2020-12-12,568,39056.87,7655.01,22184302.16,Lagos,Sea,298980730.41870004,Spain,40.463831,-3.749225
Cocoa,Agro Export Nigeria Ltd,Denmark,2020-05-26,798,43030.42,5718.02,34338275.16,Port Harcourt,Sea,246048802.16840002,Denmark,56.2563,9.568083
Cassava,Prime Agro Exports Nigeria Limited,Italy,2020-10-14,405,49485.77,8763.98,20041736.85,Warri,Sea,433692298.56459993,Italy,41.890238,12.496365
Ginger,Solid Agro Nigeria Limited,France,2023-04-05,347,17266.35,8076.81,5991423.45,Calabar,Sea,139457028.3435,France,48.856614,2.352221
Plantain,Agro Allied Exporters Nigeria Limited,France,2022-08-19,346,43082.11,9731.66,14906410.06,Lagos,Sea,419260446.6026,France,48.856614,2.352221
Sesame,Nigerian Export Promotion Council (NEPC),Belgium,2023-08-17,478,15759.34,9407.02,7532964.52,Lagos,Sea,148248426.5668,Belgium,50.508308,4.351728
Sesame,Golden Farms Nigeria Limited,Spain,2023-01-15,406,39603.82,5227.59,16079150.92,Lagos,Sea,207032533.3938,Spain,40.463831,-3.749225
Ginger,Farmgate Nigeria Limited,Germany,2022-02-02,306,28489.69,5983.88,8717845.14,Lagos,Sea,170478886.1972,Germany,51.165691,10.451526
Rubber,Farmgate Nigeria Limited,Spain,2020-06-11,673,20247.87,6035.27,13626816.51,Warri,Sea,122201362.3749,Spain,40.463831,-3.749225
Palm Oil,Agro Export Nigeria Ltd,Spain,2021-10-07,795,39866.44,8970.09,31693819.8,Port Harcourt,Sea,357605554.7796,Spain,40.463831,-3.749225
Cashew,Agro Export Nigeria Ltd,Netherlands,2021-08-17,293,35250.96,4432.89,10328531.28,Lagos,Sea,156263628.0744,Netherlands,52.377956,4.897976
Sesame,Golden Farms Nigeria Limited,Denmark,2022-02-19,679,35641.08,6425.87,24200293.32,Warri,Sea,229024946.7396,Denmark,56.2563,9.568083
Ginger,Nigerian Export Promotion Council (NEPC),Belgium,2022-02-21,331,27941.06,2011.49,9248490.86,Port Harcourt,Sea,56203162.779400006,Belgium,50.508308,4.351728
Cassava,Golden Farms Nigeria Limited,Germany,2022-05-02,928,22893.46,4425.03,21245130.88,Lagos,Sea,101304247.30379999,Germany,51.165691,10.451526
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2020-11-21,706,35409.89,6520.0,24999382.34,Port Harcourt,Sea,230872482.79999998,Switzerland,46.818188,8.2275
Rubber,Solid Agro Nigeria Limited,Belgium,2022-02-11,877,36520.61,6211.19,32028574.97,Lagos,Sea,226836447.6259,Belgium,50.508308,4.351728
Rubber,Solid Agro Nigeria Limited,Denmark,2021-02-09,957,27374.69,9259.27,26197578.33,Calabar,Sea,253469645.8763,Denmark,56.2563,9.568083
Cassava,Golden Farms Nigeria Limited,Belgium,2021-01-20,766,13513.38,4155.0,10351249.08,Lagos,Sea,56148093.9,Belgium,50.508308,4.351728
Cashew,Nigeria Agro Export Company,Sweden,2022-01-12,223,41689.96,7172.86,9296861.08,Lagos,Sea,299036246.4856,Sweden,59.334732,18.057936
Cashew,Golden Farms Nigeria Limited,Germany,2023-02-08,998,30576.8,2142.19,30515646.4,Lagos,Sea,65501315.192,Germany,51.165691,10.451526
Palm Oil,Solid Agro Nigeria Limited,Austria,2022-10-24,301,15004.45,9281.36,4516339.45,Lagos,Sea,139261702.05200002,Austria,47.516236,14.550072
Sesame,Agro Export Nigeria Ltd,Sweden,2022-03-03,757,33275.53,8144.09,25189576.21,Lagos,Sea,270998911.1177,Sweden,59.334732,18.057936
Cassava,Greenfield Agro Exporters Nigeria Limited,Germany,2022-03-16,967,17287.05,9822.65,16716577.35,Lagos,Sea,169804641.68249997,Germany,51.165691,10.451526
Cassava,Solid Agro Nigeria Limited,Germany,2020-02-13,531,16488.41,7791.27,8755345.71,Warri,Sea,128465654.1807,Germany,51.165691,10.451526
Cashew,Agro Allied Exporters Nigeria Limited,Sweden,2022-03-10,228,27992.79,4627.45,6382356.12,Calabar,Sea,129535236.0855,Sweden,59.334732,18.057936
Sesame,Agro Export Nigeria Ltd,Italy,2021-12-11,846,35637.29,4083.88,30149147.34,Port Harcourt,Sea,145538415.8852,Italy,41.890238,12.496365
Palm Oil,Agro Allied Exporters Nigeria Limited,Germany,2020-05-25,246,28229.09,2527.76,6944356.14,Lagos,Sea,71356364.53840001,Germany,51.165691,10.451526
Cassava,Solid Agro Nigeria Limited,Netherlands,2022-03-04,500,48937.95,2835.78,24468975.0,Lagos,Sea,138777259.851,Netherlands,52.377956,4.897976
Sesame,Prime Agro Exports Nigeria Limited,Italy,2023-09-12,662,39462.23,2455.18,26123996.26,Port Harcourt,Sea,96886877.8514,Italy,41.890238,12.496365
Cocoa,Farmgate Nigeria Limited,Germany,2023-04-14,166,21132.81,7252.84,3508046.46,Lagos,Sea,153272889.6804,Germany,51.165691,10.451526
Sesame,Prime Agro Exports Nigeria Limited,Sweden,2022-03-14,113,44959.45,6092.14,5080417.85,Lagos,Sea,273899263.723,Sweden,59.334732,18.057936
Rubber,Nigerian Export Promotion Council (NEPC),Switzerland,2023-12-28,763,44083.97,2597.65,33636069.11,Warri,Sea,114514724.67050001,Switzerland,46.818188,8.2275
Cashew,Agro Export Nigeria Ltd,Sweden,2021-07-18,319,26580.33,9531.2,8479125.27,Lagos,Sea,253342441.29600003,Sweden,59.334732,18.057936
Plantain,Nigeria Agro Export Company,Netherlands,2022-11-14,167,22070.13,2572.19,3685711.71,Calabar,Sea,56768567.684700005,Netherlands,52.377956,4.897976
Cassava,Nigeria Agro Export Company,Austria,2022-03-23,554,12910.73,6115.26,7152544.42,Lagos,Sea,78952470.7398,Austria,47.516236,14.550072
Plantain,Agriplus Nigeria Limited,Switzerland,2023-03-27,684,42655.08,4144.4,29176074.72,Lagos,Sea,176779713.552,Switzerland,46.818188,8.2275
Sesame,Agriplus Nigeria Limited,Spain,2020-03-19,619,40038.51,7040.64,24783837.69,Port Harcourt,Sea,281896735.0464,Spain,40.463831,-3.749225
Cocoa,Agriplus Nigeria Limited,Austria,2021-02-15,520,25128.16,3894.72,13066643.2,Lagos,Sea,97867147.3152,Austria,47.516236,14.550072
Ginger,Farmgate Nigeria Limited,Switzerland,2022-05-04,899,27430.43,9404.06,24659956.57,Calabar,Sea,257957409.5458,Switzerland,46.818188,8.2275
Cashew,Agro Export Nigeria Ltd,Belgium,2022-04-24,179,11948.5,8565.61,2138781.5,Lagos,Sea,102346191.08500001,Belgium,50.508308,4.351728
Cashew,Agro Export Nigeria Ltd,Austria,2020-09-11,481,28731.34,7792.24,13819774.54,Port Harcourt,Sea,223881496.8016,Austria,47.516236,14.550072
Cashew,Golden Farms Nigeria Limited,Italy,2020-03-13,592,10021.32,7255.38,5932621.44,Lagos,Sea,72708484.7016,Italy,41.890238,12.496365
Cocoa,Farmgate Nigeria Limited,Netherlands,2022-04-29,339,45625.14,4973.87,15466922.46,Lagos,Sea,226933515.0918,Netherlands,52.377956,4.897976
Ginger,Agro Export Nigeria Ltd,Italy,2020-10-15,686,20272.96,8833.63,13907250.56,Lagos,Sea,179083827.64479998,Italy,41.890238,12.496365
Cassava,Nigeria Agro Export Company,Sweden,2023-01-13,787,28262.15,4658.3,22242312.05,Lagos,Sea,131653573.34500001,Sweden,59.334732,18.057936
Sesame,Agriplus Nigeria Limited,Netherlands,2021-10-18,807,18090.87,7265.71,14599332.09,Lagos,Sea,131443015.0677,Netherlands,52.377956,4.897976
Sesame,Golden Farms Nigeria Limited,Italy,2023-03-30,663,30675.14,2723.64,20337617.82,Port Harcourt,Sea,83548038.3096,Italy,41.890238,12.496365
Cashew,Greenfield Agro Exporters Nigeria Limited,Netherlands,2023-10-10,561,12953.71,2565.69,7267031.31,Lagos,Sea,33235204.2099,Netherlands,52.377956,4.897976
Cassava,Nigeria Agro Export Company,Belgium,2022-03-15,163,16244.54,9874.64,2647860.02,Lagos,Sea,160408984.4656,Belgium,50.508308,4.351728
Ginger,Agro Export Nigeria Ltd,Spain,2020-08-11,467,17621.38,4867.75,8229184.46,Lagos,Sea,85776472.495,Spain,40.463831,-3.749225
Palm Oil,Agro Export Nigeria Ltd,Denmark,2023-06-14,211,16085.4,7668.27,3394019.4,Port Harcourt,Sea,123347190.258,Denmark,56.2563,9.568083
Sesame,Agro Export Nigeria Ltd,Denmark,2022-04-20,674,31768.74,3973.93,21412130.76,Lagos,Sea,126246748.9482,Denmark,56.2563,9.568083
Cocoa,Agriplus Nigeria Limited,Italy,2021-12-13,564,18024.78,9857.87,10165975.92,Lagos,Sea,177685938.01860002,Italy,41.890238,12.496365
Cocoa,Golden Farms Nigeria Limited,Denmark,2023-12-17,856,25955.18,8075.39,22217634.08,Warri,Sea,209598201.0202,Denmark,56.2563,9.568083
Sesame,Agro Export Nigeria Ltd,Switzerland,2023-06-08,228,18716.18,5460.56,4267289.04,Calabar,Sea,102200823.86080001,Switzerland,46.818188,8.2275
Cashew,Agro Export Nigeria Ltd,Spain,2023-12-04,413,13305.43,7780.18,5495142.59,Port Harcourt,Sea,103518640.37740001,Spain,40.463831,-3.749225
Plantain,Golden Farms Nigeria Limited,Switzerland,2022-08-11,780,16243.24,7099.21,12669727.2,Port Harcourt,Sea,115314171.8404,Switzerland,46.818188,8.2275
Rubber,Nigeria Agro Export Company,Italy,2022-09-28,951,18275.44,8704.65,17379943.44,Lagos,Sea,159081308.79599997,Italy,41.890238,12.496365
Cassava,Nigeria Agro Export Company,France,2020-02-05,385,49366.58,9252.64,19006133.3,Calabar,Sea,456771192.7712,France,48.856614,2.352221
Cassava,Agro Export Nigeria Ltd,Switzerland,2021-07-16,182,11360.04,3424.28,2067527.28,Calabar,Sea,38899957.77120001,Switzerland,46.818188,8.2275
Palm Oil,Agro Export Nigeria Ltd,Netherlands,2020-02-18,322,44206.36,2884.76,14234447.92,Lagos,Sea,127524739.07360001,Netherlands,52.377956,4.897976
Plantain,Farmgate Nigeria Limited,Sweden,2022-06-26,486,38153.09,9878.35,18542401.74,Warri,Sea,376889576.6015,Sweden,59.334732,18.057936
Plantain,Golden Farms Nigeria Limited,France,2023-05-06,460,42176.76,2762.91,19401309.6,Lagos,Sea,116530591.9716,France,48.856614,2.352221
Rubber,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-02-26,450,47731.6,3122.51,21479220.0,Lagos,Sea,149042398.316,Sweden,59.334732,18.057936
Ginger,Agriplus Nigeria Limited,Switzerland,2023-10-29,931,44314.68,7504.88,41256967.08,Lagos,Sea,332576355.6384,Switzerland,46.818188,8.2275
Rubber,Agro Allied Exporters Nigeria Limited,Spain,2022-12-31,383,22247.16,2470.18,8520662.28,Lagos,Sea,54954489.6888,Spain,40.463831,-3.749225
Palm Oil,Nigerian Export Promotion Council (NEPC),Switzerland,2022-06-03,229,10532.67,8592.31,2411981.43,Lagos,Sea,90499965.7677,Switzerland,46.818188,8.2275
Cashew,Nigerian Export Promotion Council (NEPC),France,2021-04-12,777,30049.86,4993.55,23348741.22,Calabar,Sea,150055478.403,France,48.856614,2.352221
Cashew,Solid Agro Nigeria Limited,Denmark,2021-02-24,973,13019.66,7802.91,12668129.18,Lagos,Sea,101591235.2106,Denmark,56.2563,9.568083
Cassava,Solid Agro Nigeria Limited,Denmark,2020-12-23,395,10195.24,6032.84,4027119.8,Calabar,Sea,61506251.6816,Denmark,56.2563,9.568083
Palm Oil,Solid Agro Nigeria Limited,Denmark,2020-07-26,663,11700.02,5979.08,7757113.26,Port Harcourt,Sea,69955355.5816,Denmark,56.2563,9.568083
Rubber,Agro Allied Exporters Nigeria Limited,Switzerland,2020-11-21,504,37053.01,4393.65,18674717.04,Lagos,Sea,162797957.3865,Switzerland,46.818188,8.2275
Palm Oil,Nigerian Export Promotion Council (NEPC),France,2022-01-08,461,17111.71,4498.67,7888498.31,Lagos,Sea,76979936.4257,France,48.856614,2.352221
Sesame,Nigerian Export Promotion Council (NEPC),Spain,2023-11-26,964,19492.46,7012.52,18790731.44,Warri,Sea,136691265.5992,Spain,40.463831,-3.749225
Plantain,Prime Agro Exports Nigeria Limited,Austria,2023-04-18,464,46932.39,8782.04,21776628.96,Lagos,Sea,412162126.2756,Austria,47.516236,14.550072
Ginger,Golden Farms Nigeria Limited,Spain,2022-04-04,296,10142.15,6846.41,3002076.4,Lagos,Sea,69437317.1815,Spain,40.463831,-3.749225
Rubber,Golden Farms Nigeria Limited,Germany,2021-01-25,371,12445.21,5153.77,4617172.91,Calabar,Sea,64139749.941700004,Germany,51.165691,10.451526
Palm Oil,Solid Agro Nigeria Limited,Italy,2023-05-07,883,14518.98,2316.41,12820259.34,Warri,Sea,33631910.461799994,Italy,41.890238,12.496365
Cashew,Farmgate Nigeria Limited,Belgium,2020-09-16,158,33199.44,5295.09,5245511.52,Lagos,Sea,175794022.74960002,Belgium,50.508308,4.351728
Cocoa,Farmgate Nigeria Limited,Belgium,2020-11-11,839,20194.91,4050.93,16943529.49,Port Harcourt,Sea,81808166.7663,Belgium,50.508308,4.351728
Cocoa,Solid Agro Nigeria Limited,Sweden,2022-09-06,752,33682.2,2116.71,25329014.4,Lagos,Sea,71295449.56199999,Sweden,59.334732,18.057936
Cashew,Agriplus Nigeria Limited,Denmark,2023-08-29,296,28499.89,4918.31,8435967.44,Calabar,Sea,140171293.9859,Denmark,56.2563,9.568083
Cocoa,Solid Agro Nigeria Limited,France,2023-11-30,896,37856.44,8880.76,33919370.24,Lagos,Sea,336193958.09440005,France,48.856614,2.352221
Palm Oil,Agro Allied Exporters Nigeria Limited,Denmark,2021-02-27,919,12736.81,5369.17,11705128.39,Lagos,Sea,68386098.1477,Denmark,56.2563,9.568083
Rubber,Nigeria Agro Export Company,Italy,2020-04-17,824,10293.39,3434.07,8481753.36,Lagos,Sea,35348221.797299996,Italy,41.890238,12.496365
Ginger,Solid Agro Nigeria Limited,Denmark,2023-10-31,912,36518.14,7764.13,33304543.68,Lagos,Sea,283531586.3182,Denmark,56.2563,9.568083
Cashew,Greenfield Agro Exporters Nigeria Limited,Austria,2023-05-27,296,12168.22,6858.4,3601793.12,Lagos,Sea,83454520.048,Austria,47.516236,14.550072
Cocoa,Nigeria Agro Export Company,Belgium,2021-07-07,571,27712.14,6221.24,15823631.94,Lagos,Sea,172403873.8536,Belgium,50.508308,4.351728
Cocoa,Golden Farms Nigeria Limited,Netherlands,2021-02-26,999,35396.62,6036.55,35361223.38,Warri,Sea,213673466.46100003,Netherlands,52.377956,4.897976
Cocoa,Agriplus Nigeria Limited,Switzerland,2020-07-29,355,19246.61,2599.13,6832546.55,Lagos,Sea,50024441.449300006,Switzerland,46.818188,8.2275
Plantain,Agro Allied Exporters Nigeria Limited,Italy,2020-03-06,368,30048.91,2336.56,11057998.88,Lagos,Sea,70211081.1496,Italy,41.890238,12.496365
Rubber,Golden Farms Nigeria Limited,Netherlands,2020-06-11,794,34804.99,8456.36,27635162.06,Calabar,Sea,294323525.2364,Netherlands,52.377956,4.897976
Plantain,Nigerian Export Promotion Council (NEPC),France,2022-03-05,426,27262.69,8439.65,11613905.94,Lagos,Sea,230087561.6585,France,48.856614,2.352221
Cashew,Greenfield Agro Exporters Nigeria Limited,Austria,2022-04-05,318,24796.29,9931.61,7885220.22,Port Harcourt,Sea,246267081.7269,Austria,47.516236,14.550072
Cassava,Agro Export Nigeria Ltd,Germany,2023-03-09,553,25956.06,4281.77,14353701.18,Lagos,Sea,111137879.02620001,Germany,51.165691,10.451526
Rubber,Farmgate Nigeria Limited,France,2020-06-08,133,10598.63,2227.19,1409617.79,Port Harcourt,Sea,23605162.7497,France,48.856614,2.352221
Ginger,Agriplus Nigeria Limited,Austria,2020-07-18,361,23661.98,2145.57,8541974.78,Lagos,Sea,50768434.428600006,Austria,47.516236,14.550072
Cashew,Nigerian Export Promotion Council (NEPC),Belgium,2021-11-16,810,37294.98,9804.7,30208933.8,Lagos,Sea,365666090.4060001,Belgium,50.508308,4.351728
Cassava,Prime Agro Exports Nigeria Limited,Denmark,2023-09-08,205,26036.36,8100.15,5337453.8,Calabar,Sea,210898421.454,Denmark,56.2563,9.568083
Cashew,Nigeria Agro Export Company,Austria,2021-07-05,305,18218.73,9792.49,5556712.65,Lagos,Sea,178406731.33769998,Austria,47.516236,14.550072
Ginger,Farmgate Nigeria Limited,Germany,2021-06-18,892,30720.69,8022.12,27402855.48,Warri,Sea,246445061.66279998,Germany,51.165691,10.451526
Plantain,Solid Agro Nigeria Limited,Netherlands,2022-07-25,933,18835.79,6247.48,17573792.07,Warri,Sea,117676221.3092,Netherlands,52.377956,4.897976
Rubber,Farmgate Nigeria Limited,France,2021-10-20,608,24486.35,2380.14,14887700.8,Lagos,Sea,58280941.088999994,France,48.856614,2.352221
Cocoa,Prime Agro Exports Nigeria Limited,Netherlands,2023-03-20,383,10974.92,2308.78,4203394.36,Warri,Sea,25338675.7976,Netherlands,52.377956,4.897976
Plantain,Agriplus Nigeria Limited,Italy,2021-02-20,662,48735.7,3116.32,32263033.4,Warri,Sea,151876036.624,Italy,41.890238,12.496365
Sesame,Golden Farms Nigeria Limited,Switzerland,2020-05-07,995,23095.37,8369.26,22979893.15,Lagos,Sea,193291156.3262,Switzerland,46.818188,8.2275
Plantain,Agriplus Nigeria Limited,Germany,2021-11-17,914,34678.88,3227.13,31696496.32,Lagos,Sea,111913254.01439999,Germany,51.165691,10.451526
Sesame,Nigerian Export Promotion Council (NEPC),Italy,2020-11-09,109,26372.46,8505.26,2874598.14,Lagos,Sea,224304629.1396,Italy,41.890238,12.496365
Ginger,Greenfield Agro Exporters Nigeria Limited,Germany,2022-04-24,706,47962.4,8161.97,33861454.4,Port Harcourt,Sea,391467669.92800003,Germany,51.165691,10.451526
Cashew,Nigerian Export Promotion Council (NEPC),Austria,2022-02-25,928,43869.35,7665.68,40710756.8,Lagos,Sea,336288398.908,Austria,47.516236,14.550072
Palm Oil,Nigerian Export Promotion Council (NEPC),France,2021-10-04,535,48301.99,9496.39,25841564.65,Calabar,Sea,458694534.81609994,France,48.856614,2.352221
Cashew,Solid Agro Nigeria Limited,Sweden,2020-11-06,413,28753.55,6243.28,11875216.15,Lagos,Sea,179516463.644,Sweden,59.334732,18.057936
Cocoa,Prime Agro Exports Nigeria Limited,Austria,2020-10-29,953,30715.74,7323.65,29272100.22,Warri,Sea,224951329.251,Austria,47.516236,14.550072
Plantain,Greenfield Agro Exporters Nigeria Limited,Sweden,2022-04-15,926,24045.41,4426.14,22266049.66,Calabar,Sea,106428351.01740001,Sweden,59.334732,18.057936
Plantain,Golden Farms Nigeria Limited,Spain,2023-07-13,951,30767.55,2982.69,29259940.05,Lagos,Sea,91770063.7095,Spain,40.463831,-3.749225
Cashew,Prime Agro Exports Nigeria Limited,Italy,2021-04-01,394,47388.5,9454.03,18671069.0,Lagos,Sea,448012300.65500003,Italy,41.890238,12.496365
Rubber,Nigerian Export Promotion Council (NEPC),Belgium,2022-06-30,317,15822.44,8639.12,5015713.48,Lagos,Sea,136691957.8528,Belgium,50.508308,4.351728
Rubber,Agriplus Nigeria Limited,Belgium,2022-06-24,987,22652.61,3695.28,22358126.07,Lagos,Sea,83707736.6808,Belgium,50.508308,4.351728
Cassava,Nigeria Agro Export Company,Switzerland,2020-06-28,427,29828.71,2279.98,12736859.17,Lagos,Sea,68008862.2258,Switzerland,46.818188,8.2275
Palm Oil,Golden Farms Nigeria Limited,Denmark,2022-12-18,357,18747.68,6313.93,6692921.76,Lagos,Sea,118371539.1824,Denmark,56.2563,9.568083
Palm Oil,Golden Farms Nigeria Limited,Austria,2020-11-10,596,30068.44,2819.55,17920790.24,Lagos,Sea,84779470.002,Austria,47.516236,14.550072
Palm Oil,Nigeria Agro Export Company,Italy,2023-04-04,671,28843.84,8442.44,19354216.64,Lagos,Sea,243512388.56960002,Italy,41.890238,12.496365
Cocoa,Agro Export Nigeria Ltd,Italy,2021-10-06,660,29898.29,3852.77,19732871.4,Lagos,Sea,115191234.7633,Italy,41.890238,12.496365
Rubber,Greenfield Agro Exporters Nigeria Limited,Germany,2020-12-31,374,46332.41,6794.61,17328321.34,Lagos,Sea,314810656.3101,Germany,51.165691,10.451526
Ginger,Nigerian Export Promotion Council (NEPC),Germany,2022-09-12,471,11415.43,8345.6,5376667.53,Lagos,Sea,95268612.60800001,Germany,51.165691,10.451526
Sesame,Agro Export Nigeria Ltd,Switzerland,2022-02-23,109,30617.79,6262.87,3337339.11,Warri,Sea,191755238.4573,Switzerland,46.818188,8.2275
Plantain,Agriplus Nigeria Limited,Denmark,2022-01-10,643,49198.6,9700.95,31634699.8,Calabar,Sea,477273158.67,Denmark,56.2563,9.568083
Cassava,Greenfield Agro Exporters Nigeria Limited,Netherlands,2023-09-10,415,43916.15,2860.69,18225202.25,Lagos,Sea,125630491.1435,Netherlands,52.377956,4.897976
Cocoa,Agriplus Nigeria Limited,France,2023-01-18,507,25077.0,4342.19,12714039.0,Calabar,Sea,108889098.63,France,48.856614,2.352221
Ginger,Agro Allied Exporters Nigeria Limited,Sweden,2023-03-31,132,19176.7,2330.18,2531324.4,Lagos,Sea,44685162.806,Sweden,59.334732,18.057936
Cashew,Nigerian Export Promotion Council (NEPC),Sweden,2020-04-19,636,18138.26,6241.93,11535933.36,Lagos,Sea,113217749.2418,Sweden,59.334732,18.057936
Plantain,Nigeria Agro Export Company,Spain,2020-04-24,298,48711.59,8683.01,14516053.82,Warri,Sea,422963223.0859,Spain,40.463831,-3.749225
Rubber,Farmgate Nigeria Limited,Germany,2020-10-02,405,46606.43,5181.23,18875604.15,Calabar,Sea,241478633.30889997,Germany,51.165691,10.451526
Ginger,Agro Allied Exporters Nigeria Limited,Belgium,2022-05-30,115,20772.65,2751.58,2388854.75,Port Harcourt,Sea,57157608.287,Belgium,50.508308,4.351728
Plantain,Farmgate Nigeria Limited,Belgium,2022-06-23,883,28437.69,8368.84,25110480.27,Lagos,Sea,237990477.5796,Belgium,50.508308,4.351728
Rubber,Golden Farms Nigeria Limited,Switzerland,2022-10-29,616,33656.08,6167.99,20732145.28,Lagos,Sea,207590364.8792,Switzerland,46.818188,8.2275
Sesame,Nigerian Export Promotion Council (NEPC),France,2020-08-31,895,43973.47,2448.05,39356255.65,Port Harcourt,Sea,107649253.2335,France,48.856614,2.352221
Cashew,Nigerian Export Promotion Council (NEPC),Switzerland,2021-09-04,369,13952.52,6188.94,5148479.88,Lagos,Sea,86351309.12879999,Switzerland,46.818188,8.2275
Cashew,Nigeria Agro Export Company,Netherlands,2023-12-17,506,49365.93,8498.57,24979160.58,Lagos,Sea,419539811.7201,Netherlands,52.377956,4.897976
Rubber,Golden Farms Nigeria Limited,Italy,2022-02-28,379,12061.24,8671.99,4571209.96,Port Harcourt,Sea,104594952.66759999,Italy,41.890238,12.496365
Cassava,Solid Agro Nigeria Limited,France,2022-10-04,269,28501.42,4486.79,7666881.98,Lagos,Sea,127879886.2418,France,48.856614,2.352221
Ginger,Agro Export Nigeria Ltd,Netherlands,2020-03-25,372,20678.92,6836.12,7692558.24,Warri,Sea,141363578.59039998,Netherlands,52.377956,4.897976
Rubber,Greenfield Agro Exporters Nigeria Limited,France,2021-10-12,182,28119.02,4905.94,5117661.64,Warri,Sea,137950224.9788,France,48.856614,2.352221
Plantain,Agriplus Nigeria Limited,Sweden,2023-10-26,127,35665.11,9712.97,4529468.97,Lagos,Sea,346414143.4767,Sweden,59.334732,18.057936
Cocoa,Agro Export Nigeria Ltd,Denmark,2023-01-05,639,46793.26,2626.29,29900893.14,Calabar,Sea,122892670.8054,Denmark,56.2563,9.568083
Plantain,Agro Allied Exporters Nigeria Limited,Sweden,2022-10-29,151,11379.89,7761.71,1718363.39,Lagos,Sea,88327406.0119,Sweden,59.334732,18.057936
Cassava,Agro Export Nigeria Ltd,Sweden,2023-11-12,748,25065.32,7742.48,18748859.36,Lagos,Sea,194067738.7936,Sweden,59.334732,18.057936
Rubber,Nigeria Agro Export Company,Switzerland,2023-09-05,238,11883.0,2853.43,2828154.0,Lagos,Sea,33907308.69,Switzerland,46.818188,8.2275
Cassava,Agriplus Nigeria Limited,France,2023-06-28,778,15017.53,9283.59,11683638.34,Port Harcourt,Sea,139416591.3327,France,48.856614,2.352221
Sesame,Nigerian Export Promotion Council (NEPC),Belgium,2023-09-17,466,40846.78,8081.57,19034599.48,Calabar,Sea,330106111.84459996,Belgium,50.508308,4.351728
Plantain,Golden Farms Nigeria Limited,Switzerland,2023-05-27,837,16079.55,8183.76,13458583.35,Lagos,Sea,131591178.108,Switzerland,46.818188,8.2275
